1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,10.0,10.0,1.0E-4,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,1.0E-4,10.0,1.0E-4,10.0
1.0E-4,10.0,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,1.0E-4,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,1.0E-4,1.0E-4
10.0,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,10.0,10.0
1.0E-4,10.0,10.0,10.0,10.0
10.0,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,1.0E-4,10.0,10.0
1.0E-4,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,10.0,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,10.0,10.0,10.0
10.0,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
1.0E-4,1.0E-4,10.0,1.0E-4,1.0E-4
10.0,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,10.0,10.0
1.0E-4,1.0E-4,10.0,10.0,10.0
